My帳票アドバンス,,,2026年5月18日(Mon) 18:06
レイアウト [ 0004：claude取り込み用 ]
実績期間 [ 2026年04月01日 ～ 2026年04月30日 ]
複数タグカウント [ する ]
日付基準 [ 預り日 ]

"","0001：本店","","","","","","","","","","","","","","","0002：東川口店","","","","","","","","","","","","","","","0003：新田店","","","","","","","","","","","","","","","0004：西友蒲生伊原店","","","","","","","","","","","","","","","0006：草加西口店","","","","","","","","","","","","","","","0008：蒲生店","","","","","","","","","","","","","","","0009：東川口2号店","","","","","","","","","","","","","","","0101：モールプラザ草加","","","","","","","","","","","","","","",""
"2026年04月10日（金）","56,982","137,053","61","23","12","71","0","0","8","2","594","23","39","1","1","36,388","82,824","41","38","11","80","0","0","3","0","404","15","24","1","1","28,965","37,145","35","9","0","33","0","0","3","0","658","10","13","2","3","46,478","59,405","34","13","6","33","20","0","0","0","877","18","19","3","0","298,113","79,489","192","54","45","243","0","0","12","0","1,022","46","26","6","5","45,616","97,662","37","25","6","54","0","0","4","0","658","16","21","0","0","22,984","72,268","24","5","2","14","0","0","5","0","741","9","22","1","1","122,568","26,927","120","16","10","85","58","2","0","0","840","34","13","4","1",""
"2026年04月11日（土）","189,301","52,061","140","163","19","275","0","0","21","0","577","72","26","4","2","130,624","35,061","92","80","12","141","0","0","14","0","722","44","20","4","1","86,109","28,960","73","65","7","137","0","0","5","0","594","34","12","3","1","169,117","39,762","149","24","24","137","58","2","0","0","858","38","15","3","1","559,751","168,122","443","182","63","551","0","0","49","2","805","138","49","10","3","156,481","49,645","122","112","40","241","0","0","5","0","559","53","22","1","0","115,107","119,757","85","67","18","119","0","0","16","0","627","36","22","5","4","421,359","101,025","298","78","54","296","134","0","0","0","978","77","31","7","2",""
"2026年04月12日（日）","190,846","364,081","137","64","11","165","0","0","17","5","855","52","82","1","2","117,864","154,793","56","27","12","72","0","0","10","1","1,163","31","55","3","3","60,791","92,544","44","33","3","60","0","0","7","0","760","25","34","2","1","157,510","53,866","139","13","32","120","61","3","0","0","861","36","25","5","1","436,032","434,499","320","115","52","356","0","0","42","5","864","99","124","2","6","132,358","138,070","68","39","20","93","0","0","13","0","1,010","33","58","3","2","104,774","228,893","83","45","24","104","0","0","14","0","694","37","53","2","2","274,670","285,348","207","43","35","194","91","0","0","0","964","57","68","9","5",""
"2026年04月13日（月）","79,798","100,837","55","18","11","66","0","0","9","4","950","26","44","2","2","59,307","54,973","31","19","7","47","0","0","5","0","1,040","18","18","0","0","41,522","21,519","39","32","1","64","0","0","3","0","577","15","15","0","0","172,885","84,225","140","43","22","130","73","2","0","0","843","47","27","4","1","125,195","409,035","92","23","9","90","0","0","11","5","995","31","79","1","4","88,291","43,253","74","28","8","87","0","0","7","1","689","27","27","0","0","81,095","80,717","49","12","12","54","0","0","9","0","1,082","24","27","7","3","53,527","116,697","51","4","2","30","27","0","0","0","939","18","31","3","2",""
"2026年04月14日（火）","0","84,863","0","0","0","0","0","0","0","0","0","0","29","0","2","0","46,012","0","0","0","0","0","0","0","0","0","0","17","0","0","0","36,645","0","0","0","0","0","0","0","0","0","0","14","0","2","0","45,650","0","0","0","0","0","0","0","0","0","0","17","0","1","0","87,983","0","0","0","0","0","0","0","0","0","0","28","0","1","0","55,890","0","0","0","0","0","0","0","0","0","0","14","0","1","0","72,104","0","0","0","0","0","0","0","0","0","0","15","0","0","0","39,078","0","0","0","0","0","0","0","0","0","0","15","0","1",""
"2026年04月15日（水）","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026年04月16日（木）","102,499","0","57","28","13","87","0","0","4","1","1,054","26","0","2","0","33,783","0","25","17","1","28","0","0","7","0","786","15","0","0","0","59,939","0","39","8","4","23","0","0","5","0","1,175","11","0","0","0","180,086","0","107","19","41","106","60","0","0","0","1,085","38","0","6","0","148,434","0","107","51","48","147","0","0","11","6","700","36","0","5","0","31,165","0","22","12","7","34","0","0","2","0","691","13","0","1","0","45,687","0","19","6","14","32","0","0","4","0","1,171","17","0","3","0","70,337","0","62","28","8","73","23","1","0","0","718","32","0","4","0",""
"2026年04月17日（金）","149,599","100,207","99","35","21","127","0","0","12","1","971","42","32","3","4","263,475","46,452","209","42","23","192","0","0","29","15","962","48","13","3","1","47,591","38,568","32","15","5","45","0","0","4","0","915","16","17","0","1","117,568","65,722","90","17","8","59","55","1","0","0","1,022","24","26","2","2","178,457","91,485","110","32","20","129","0","0","17","2","1,096","34","30","3","3","62,888","78,841","40","57","10","98","0","0","2","0","570","30","20","1","1","137,158","170,170","101","12","25","76","0","0","17","3","994","30","18","3","0","57,148","60,914","33","12","12","46","11","0","0","0","1,003","15","22","3","2",""
"2026年04月18日（土）","191,684","86,993","130","179","17","300","0","0","10","0","573","71","31","2","5","452,166","306,662","391","92","53","431","0","0","37","2","845","82","62","2","1","66,024","20,411","38","57","6","96","0","0","3","0","654","24","10","1","0","188,323","68,435","140","25","38","127","74","2","0","0","928","46","17","5","1","209,153","115,064","170","164","27","324","0","0","16","10","579","81","35","10","3","128,123","88,084","113","104","20","213","0","0","6","0","524","50","26","0","4","286,459","145,118","210","95","61","274","0","0","30","3","773","70","33","5","3","120,906","115,163","69","56","14","110","28","0","0","0","861","34","32","2","5",""
"2026年04月19日（日）","138,304","276,999","94","74","20","162","0","0","11","1","741","50","96","5","3","382,455","346,515","337","51","55","321","0","0","33","1","811","72","78","0","4","93,183","78,355","56","41","7","90","0","0","5","1","896","25","32","0","0","217,396","49,403","168","31","24","145","76","2","0","0","975","51","23","6","2","307,132","235,631","203","91","34","243","0","0","26","4","923","68","90","7","4","97,497","182,193","54","42","18","101","0","0","7","0","808","27","77","1","4","389,667","272,218","257","42","44","174","0","0","47","12","1,101","70","88","5","9","77,287","142,272","44","26","13","61","20","2","0","0","931","25","47","4","3",""
"2026年04月20日（月）","65,558","151,011","62","27","4","67","0","0","12","0","705","26","43","2","2","39,569","356,339","52","7","4","32","0","0","6","0","547","9","64","1","1","59,999","75,696","33","35","4","71","0","0","1","0","833","15","19","2","2","180,212","119,321","138","36","12","103","83","0","0","0","969","43","37","4","5","86,353","258,205","56","38","10","80","0","0","8","1","801","26","65","3","5","37,095","100,527","33","13","8","47","0","0","3","1","560","15","39","1","4","55,151","380,462","47","5","11","30","0","0","8","6","737","17","83","3","6","80,130","192,300","44","3","10","31","26","0","0","0","1,406","17","39","3","8",""
"2026年04月21日（火）","0","82,341","0","0","0","0","0","0","0","0","0","0","34","0","4","0","68,673","0","0","0","0","0","0","0","0","0","0","26","0","3","0","39,533","0","0","0","0","0","0","0","0","0","0","16","0","1","0","49,501","0","0","0","0","0","0","0","0","0","0","20","0","2","0","105,000","0","0","0","0","0","0","0","0","0","0","31","0","4","0","73,353","0","0","0","0","0","0","0","0","0","0","21","0","2","0","81,157","0","0","0","0","0","0","0","0","0","0","17","0","4","0","81,117","0","0","0","0","0","0","0","0","0","0","19","0","0",""
"2026年04月22日（水）","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026年04月23日（木）","58,293","0","50","44","5","74","0","0","12","0","589","36","0","2","0","19,031","0","8","22","3","31","0","0","2","0","595","11","0","0","0","29,359","0","29","10","1","31","0","0","4","0","734","9","0","0","0","45,379","0","30","15","4","29","20","0","0","0","945","14","0","0","0","49,649","0","41","33","4","72","0","0","4","0","637","24","0","3","0","20,591","0","14","41","3","53","0","0","2","0","275","14","0","1","0","37,374","0","28","24","3","32","0","0","4","0","589","9","0","1","0","57,250","0","48","27","9","64","19","0","0","0","690","20","0","2","0",""
"2026年04月24日（金）","73,945","93,096","57","39","13","92","0","0","6","0","665","32","30","3","3","61,422","55,804","34","34","2","56","0","0","6","0","877","20","17","1","0","28,363","21,146","22","10","0","27","0","0","2","0","886","8","11","0","2","39,901","80,299","36","18","4","35","22","0","0","0","688","19","26","0","2","56,984","76,763","33","29","10","57","0","0","5","1","672","22","27","2","3","139,233","40,068","122","43","22","150","0","0","10","2","734","40","18","1","0","50,159","42,493","27","13","27","48","0","0","7","2","749","16","16","2","3","86,518","52,738","48","28","8","67","17","0","0","0","1,030","25","22","1","3",""
"2026年04月25日（土）","217,984","76,025","161","181","11","311","0","0","18","1","605","72","22","3","0","105,349","60,776","91","69","3","132","0","0","7","3","650","35","23","2","0","36,604","28,991","39","49","0","81","0","0","3","0","416","20","13","3","0","142,445","50,898","123","36","6","110","53","2","0","0","863","42","18","1","2","218,151","69,353","157","176","31","324","0","0","9","1","595","81","24","3","2","394,014","128,746","196","146","48","335","0","0","19","1","1,002","87","34","3","1","101,847","72,794","65","66","15","117","0","0","10","1","662","33","20","3","1","175,379","51,341","102","49","13","106","57","0","0","0","1,069","43","19","5","1",""
"2026年04月26日（日）","108,409","205,393","82","52","16","128","0","0","10","0","732","46","78","1","2","93,098","88,054","47","32","12","77","0","0","4","0","986","24","49","0","0","83,216","104,828","55","50","6","86","0","0","9","0","750","26","37","3","0","115,481","278,583","74","16","13","53","49","1","0","0","1,132","31","57","1","3","213,941","214,539","135","78","22","176","0","0","19","4","873","56","83","4","3","334,101","271,623","228","57","53","285","0","0","20","0","968","64","71","0","2","96,640","141,310","64","37","16","87","0","0","11","0","812","28","46","6","1","80,860","138,430","63","30","9","69","31","2","0","0","786","25","42","0","2",""
"2026年04月27日（月）","85,897","171,414","33","18","18","60","0","0","5","0","1,245","15","57","2","0","24,902","79,828","24","1","2","20","0","0","2","0","922","8","29","0","1","35,645","79,003","21","15","2","31","0","0","2","0","963","9","28","1","2","133,086","329,283","112","38","10","83","77","0","0","0","832","33","70","0","3","126,391","258,329","39","19","17","57","0","0","6","3","1,294","21","76","1","5","28,249","315,259","16","8","13","33","0","0","2","0","575","17","75","0","1","67,985","268,467","13","10","19","34","0","0","4","2","1,619","12","48","2","8","73,334","167,100","47","17","6","28","42","0","0","0","1,048","14","46","1","8",""
"2026年04月28日（火）","0","177,691","0","0","0","0","0","0","0","0","0","0","35","0","1","0","79,556","0","0","0","0","0","0","0","0","0","0","24","0","0","0","101,476","0","0","0","0","0","0","0","0","0","0","21","0","1","0","167,539","0","0","0","0","0","0","0","0","0","0","44","0","0","0","136,925","0","0","0","0","0","0","0","0","0","0","26","0","3","0","50,449","0","0","0","0","0","0","0","0","0","0","21","0","2","0","124,391","0","0","0","0","0","0","0","0","0","0","18","0","3","0","51,259","0","0","0","0","0","0","0","0","0","0","13","0","0",""
"2026年04月29日（水）","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026年04月30日（木）","107,598","0","111","27","8","108","0","0","13","0","722","40","0","2","0","29,584","0","26","34","3","55","0","0","4","0","470","18","0","0","0","46,378","0","39","27","6","66","0","0","2","0","644","12","0","0","0","36,618","0","18","10","5","25","8","0","0","0","1,110","14","0","1","0","145,341","0","124","66","22","192","0","0","9","0","642","49","0","1","0","61,080","0","61","11","14","62","0","0","7","0","696","26","0","0","0","161,049","0","65","29","31","76","0","0","14","4","1,288","25","0","4","0","49,435","0","30","17","6","32","19","0","0","0","933","19","0","0","0",""
