My帳票アドバンス,,,2026年5月18日(Mon) 18:14
レイアウト [ 0004：claude取り込み用 ]
実績期間 [ 2026年04月01日 ～ 2026年04月30日 ]
複数タグカウント [ する ]
日付基準 [ 預り日 ]

"","0001：本店","","","","","","","","","","","","","","","","","","0002：東川口店","","","","","","","","","","","","","","","","","","0003：新田店","","","","","","","","","","","","","","","","","","0004：西友蒲生伊原店","","","","","","","","","","","","","","","","","","0006：草加西口店","","","","","","","","","","","","","","","","","","0008：蒲生店","","","","","","","","","","","","","","","","","","0009：東川口2号店","","","","","","","","","","","","","","","","","","0101：モールプラザ草加","","","","","","","","","","","","","","","","","",""
"2026年04月10日（金）","56,982","137,053","61","106","23","32","12","5","71","0","0","8","2","594","23","39","1","1","36,388","82,824","41","71","38","36","11","1","80","0","0","3","0","404","15","24","1","1","28,965","37,145","35","28","9","25","0","6","33","0","0","3","0","658","10","13","2","3","46,478","59,405","34","40","13","12","6","7","33","20","0","0","0","877","18","19","3","0","298,113","79,489","192","56","54","21","45","6","243","0","0","12","0","1,022","46","26","6","5","45,616","97,662","37","39","25","61","6","4","54","0","0","4","0","658","16","21","0","0","22,984","72,268","24","43","5","30","2","16","14","0","0","5","0","741","9","22","1","1","122,568","26,927","120","27","16","12","10","17","85","58","2","0","0","840","34","13","4","1",""
"2026年04月11日（土）","189,301","52,061","140","45","163","34","19","9","275","0","0","21","0","577","72","26","4","2","130,624","35,061","92","55","80","33","12","10","141","0","0","14","0","722","44","20","4","1","86,109","28,960","73","25","65","24","7","1","137","0","0","5","0","594","34","12","3","1","169,117","39,762","149","30","24","13","24","3","137","58","2","0","0","858","38","15","3","1","559,751","168,122","443","165","182","53","63","14","551","0","0","49","2","805","138","49","10","3","156,481","49,645","122","53","112","24","40","0","241","0","0","5","0","559","53","22","1","0","115,107","119,757","85","92","67","20","18","23","119","0","0","16","0","627","36","22","5","4","421,359","101,025","298","116","78","37","54","11","296","134","0","0","0","978","77","31","7","2",""
"2026年04月12日（日）","190,846","364,081","137","208","64","191","11","21","165","0","0","17","5","855","52","82","1","2","117,864","154,793","56","122","27","118","12","2","72","0","0","10","1","1,163","31","55","3","3","60,791","92,544","44","65","33","67","3","4","60","0","0","7","0","760","25","34","2","1","157,510","53,866","139","55","13","45","32","1","120","61","3","0","0","861","36","25","5","1","436,032","434,499","320","340","115","187","52","47","356","0","0","42","5","864","99","124","2","6","132,358","138,070","68","123","39","127","20","16","93","0","0","13","0","1,010","33","58","3","2","104,774","228,893","83","130","45","109","24","22","104","0","0","14","0","694","37","53","2","2","274,670","285,348","207","248","43","71","35","24","194","91","0","0","0","964","57","68","9","5",""
"2026年04月13日（月）","79,798","100,837","55","98","18","70","11","4","66","0","0","9","4","950","26","44","2","2","59,307","54,973","31","41","19","39","7","0","47","0","0","5","0","1,040","18","18","0","0","41,522","21,519","39","5","32","40","1","4","64","0","0","3","0","577","15","15","0","0","172,885","84,225","140","57","43","48","22","5","130","73","2","0","0","843","47","27","4","1","125,195","409,035","92","264","23","78","9","37","90","0","0","11","5","995","31","79","1","4","88,291","43,253","74","34","28","50","8","6","87","0","0","7","1","689","27","27","0","0","81,095","80,717","49","55","12","72","12","10","54","0","0","9","0","1,082","24","27","7","3","53,527","116,697","51","88","4","48","2","18","30","27","0","0","0","939","18","31","3","2",""
"2026年04月14日（火）","0","84,863","0","54","0","35","0","13","0","0","0","0","0","0","0","29","0","2","0","46,012","0","39","0","23","0","3","0","0","0","0","0","0","0","17","0","0","0","36,645","0","34","0","18","0","0","0","0","0","0","0","0","0","14","0","2","0","45,650","0","27","0","31","0","3","0","0","0","0","0","0","0","17","0","1","0","87,983","0","59","0","69","0","22","0","0","0","0","0","0","0","28","0","1","0","55,890","0","34","0","28","0","9","0","0","0","0","0","0","0","14","0","1","0","72,104","0","49","0","13","0","10","0","0","0","0","0","0","0","15","0","0","0","39,078","0","25","0","7","0","3","0","0","0","0","0","0","0","15","0","1",""
"2026年04月15日（水）","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026年04月16日（木）","102,499","0","57","0","28","0","13","0","87","0","0","4","1","1,054","26","0","2","0","33,783","0","25","0","17","0","1","0","28","0","0","7","0","786","15","0","0","0","59,939","0","39","0","8","0","4","0","23","0","0","5","0","1,175","11","0","0","0","180,086","0","107","0","19","0","41","0","106","60","0","0","0","1,085","38","0","6","0","148,434","0","107","0","51","0","48","0","147","0","0","11","6","700","36","0","5","0","31,165","0","22","0","12","0","7","0","34","0","0","2","0","691","13","0","1","0","45,687","0","19","0","6","0","14","0","32","0","0","4","0","1,171","17","0","3","0","70,337","0","62","0","28","0","8","0","73","23","1","0","0","718","32","0","4","0",""
"2026年04月17日（金）","149,599","100,207","99","89","35","34","21","5","127","0","0","12","1","971","42","32","3","4","263,475","46,452","209","32","42","23","23","7","192","0","0","29","15","962","48","13","3","1","47,591","38,568","32","32","15","15","5","3","45","0","0","4","0","915","16","17","0","1","117,568","65,722","90","55","17","14","8","8","59","55","1","0","0","1,022","24","26","2","2","178,457","91,485","110","80","32","32","20","12","129","0","0","17","2","1,096","34","30","3","3","62,888","78,841","40","65","57","17","10","6","98","0","0","2","0","570","30","20","1","1","137,158","170,170","101","50","12","19","25","8","76","0","0","17","3","994","30","18","3","0","57,148","60,914","33","75","12","15","12","4","46","11","0","0","0","1,003","15","22","3","2",""
"2026年04月18日（土）","191,684","86,993","130","111","179","34","17","8","300","0","0","10","0","573","71","31","2","5","452,166","306,662","391","248","92","33","53","22","431","0","0","37","2","845","82","62","2","1","66,024","20,411","38","14","57","14","6","1","96","0","0","3","0","654","24","10","1","0","188,323","68,435","140","47","25","22","38","6","127","74","2","0","0","928","46","17","5","1","209,153","115,064","170","87","164","60","27","7","324","0","0","16","10","579","81","35","10","3","128,123","88,084","113","59","104","32","20","8","213","0","0","6","0","524","50","26","0","4","286,459","145,118","210","114","95","8","61","35","274","0","0","30","3","773","70","33","5","3","120,906","115,163","69","68","56","41","14","10","110","28","0","0","0","861","34","32","2","5",""
"2026年04月19日（日）","138,304","276,999","94","228","74","169","20","20","162","0","0","11","1","741","50","96","5","3","382,455","346,515","337","370","51","111","55","42","321","0","0","33","1","811","72","78","0","4","93,183","78,355","56","53","41","89","7","4","90","0","0","5","1","896","25","32","0","0","217,396","49,403","168","53","31","23","24","3","145","76","2","0","0","975","51","23","6","2","307,132","235,631","203","179","91","195","34","14","243","0","0","26","4","923","68","90","7","4","97,497","182,193","54","144","42","146","18","16","101","0","0","7","0","808","27","77","1","4","389,667","272,218","257","289","42","122","44","55","174","0","0","47","12","1,101","70","88","5","9","77,287","142,272","44","98","26","87","13","11","61","20","2","0","0","931","25","47","4","3",""
"2026年04月20日（月）","65,558","151,011","62","94","27","100","4","10","67","0","0","12","0","705","26","43","2","2","39,569","356,339","52","296","7","62","4","34","32","0","0","6","0","547","9","64","1","1","59,999","75,696","33","64","35","25","4","3","71","0","0","1","0","833","15","19","2","2","180,212","119,321","138","90","36","43","12","7","103","83","0","0","0","969","43","37","4","5","86,353","258,205","56","220","38","75","10","19","80","0","0","8","1","801","26","65","3","5","37,095","100,527","33","87","13","33","8","5","47","0","0","3","1","560","15","39","1","4","55,151","380,462","47","306","5","52","11","45","30","0","0","8","6","737","17","83","3","6","80,130","192,300","44","127","3","27","10","14","31","26","0","0","0","1,406","17","39","3","8",""
"2026年04月21日（火）","0","82,341","0","69","0","27","0","8","0","0","0","0","0","0","0","34","0","4","0","68,673","0","116","0","27","0","21","0","0","0","0","0","0","0","26","0","3","0","39,533","0","35","0","25","0","7","0","0","0","0","0","0","0","16","0","1","0","49,501","0","42","0","14","0","15","0","0","0","0","0","0","0","20","0","2","0","105,000","0","65","0","28","0","13","0","0","0","0","0","0","0","31","0","4","0","73,353","0","25","0","27","0","19","0","0","0","0","0","0","0","21","0","2","0","81,157","0","46","0","17","0","12","0","0","0","0","0","0","0","17","0","4","0","81,117","0","70","0","6","0","13","0","0","0","0","0","0","0","19","0","0",""
"2026年04月22日（水）","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026年04月23日（木）","58,293","0","50","0","44","0","5","0","74","0","0","12","0","589","36","0","2","0","19,031","0","8","0","22","0","3","0","31","0","0","2","0","595","11","0","0","0","29,359","0","29","0","10","0","1","0","31","0","0","4","0","734","9","0","0","0","45,379","0","30","0","15","0","4","0","29","20","0","0","0","945","14","0","0","0","49,649","0","41","0","33","0","4","0","72","0","0","4","0","637","24","0","3","0","20,591","0","14","0","41","0","3","0","53","0","0","2","0","275","14","0","1","0","37,374","0","28","0","24","0","3","0","32","0","0","4","0","589","9","0","1","0","57,250","0","48","0","27","0","9","0","64","19","0","0","0","690","20","0","2","0",""
"2026年04月24日（金）","73,945","93,096","57","97","39","28","13","3","92","0","0","6","0","665","32","30","3","3","61,422","55,804","34","44","34","21","2","2","56","0","0","6","0","877","20","17","1","0","28,363","21,146","22","18","10","17","0","3","27","0","0","2","0","886","8","11","0","2","39,901","80,299","36","50","18","19","4","9","35","22","0","0","0","688","19","26","0","2","56,984","76,763","33","45","29","45","10","17","57","0","0","5","1","672","22","27","2","3","139,233","40,068","122","23","43","16","22","10","150","0","0","10","2","734","40","18","1","0","50,159","42,493","27","27","13","11","27","3","48","0","0","7","2","749","16","16","2","3","86,518","52,738","48","46","28","16","8","8","67","17","0","0","0","1,030","25","22","1","3",""
"2026年04月25日（土）","217,984","76,025","161","43","181","47","11","13","311","0","0","18","1","605","72","22","3","0","105,349","60,776","91","60","69","42","3","6","132","0","0","7","3","650","35","23","2","0","36,604","28,991","39","28","49","22","0","1","81","0","0","3","0","416","20","13","3","0","142,445","50,898","123","68","36","13","6","6","110","53","2","0","0","863","42","18","1","2","218,151","69,353","157","66","176","39","31","15","324","0","0","9","1","595","81","24","3","2","394,014","128,746","196","107","146","50","48","11","335","0","0","19","1","1,002","87","34","3","1","101,847","72,794","65","53","66","12","15","10","117","0","0","10","1","662","33","20","3","1","175,379","51,341","102","39","49","18","13","5","106","57","0","0","0","1,069","43","19","5","1",""
"2026年04月26日（日）","108,409","205,393","82","192","52","167","16","6","128","0","0","10","0","732","46","78","1","2","93,098","88,054","47","89","32","106","12","8","77","0","0","4","0","986","24","49","0","0","83,216","104,828","55","70","50","94","6","5","86","0","0","9","0","750","26","37","3","0","115,481","278,583","74","206","16","57","13","41","53","49","1","0","0","1,132","31","57","1","3","213,941","214,539","135","165","78","200","22","21","176","0","0","19","4","873","56","83","4","3","334,101","271,623","228","185","57","130","53","40","285","0","0","20","0","968","64","71","0","2","96,640","141,310","64","114","37","121","16","16","87","0","0","11","0","812","28","46","6","1","80,860","138,430","63","99","30","59","9","15","69","31","2","0","0","786","25","42","0","2",""
"2026年04月27日（月）","85,897","171,414","33","101","18","130","18","13","60","0","0","5","0","1,245","15","57","2","0","24,902","79,828","24","62","1","44","2","4","20","0","0","2","0","922","8","29","0","1","35,645","79,003","21","65","15","17","2","8","31","0","0","2","0","963","9","28","1","2","133,086","329,283","112","260","38","58","10","30","83","77","0","0","0","832","33","70","0","3","126,391","258,329","39","171","19","124","17","25","57","0","0","6","3","1,294","21","76","1","5","28,249","315,259","16","261","8","39","13","35","33","0","0","2","0","575","17","75","0","1","67,985","268,467","13","178","10","80","19","29","34","0","0","4","2","1,619","12","48","2","8","73,334","167,100","47","122","17","45","6","16","28","42","0","0","0","1,048","14","46","1","8",""
"2026年04月28日（火）","0","177,691","0","133","0","24","0","10","0","0","0","0","0","0","0","35","0","1","0","79,556","0","49","0","27","0","6","0","0","0","0","0","0","0","24","0","0","0","101,476","0","68","0","42","0","10","0","0","0","0","0","0","0","21","0","1","0","167,539","0","138","0","32","0","24","0","0","0","0","0","0","0","44","0","0","0","136,925","0","82","0","36","0","6","0","0","0","0","0","0","0","26","0","3","0","50,449","0","36","0","24","0","9","0","0","0","0","0","0","0","21","0","2","0","124,391","0","54","0","14","0","13","0","0","0","0","0","0","0","18","0","3","0","51,259","0","11","0","15","0","5","0","0","0","0","0","0","0","13","0","0",""
"2026年04月29日（水）","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026年04月30日（木）","107,598","0","111","0","27","0","8","0","108","0","0","13","0","722","40","0","2","0","29,584","0","26","0","34","0","3","0","55","0","0","4","0","470","18","0","0","0","46,378","0","39","0","27","0","6","0","66","0","0","2","0","644","12","0","0","0","36,618","0","18","0","10","0","5","0","25","8","0","0","0","1,110","14","0","1","0","145,341","0","124","0","66","0","22","0","192","0","0","9","0","642","49","0","1","0","61,080","0","61","0","11","0","14","0","62","0","0","7","0","696","26","0","0","0","161,049","0","65","0","29","0","31","0","76","0","0","14","4","1,288","25","0","4","0","49,435","0","30","0","17","0","6","0","32","19","0","0","0","933","19","0","0","0",""
